,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.2760368309996148,0.027373141364284,0.6190709592135033,0.030940428104476638,0.5777680158541447,0.04443631055127963,0.24578522279099144,0.020056220396236894,0.48943237061693173,0.019052411495306298,0.4225469787060701,0.021170152524201607,0.4625336100376727,0.031363658856442794,0.4090370577173481,0.024013272310590507,0.3934804251175145,0.07201967265036525
1,0.29425414620307716,0.02773997641640667,0.5868230455821013,0.028974441017236032,0.5622285549641585,0.04786299057594116,0.26626944529034324,0.02029421693848628,0.4945033560319279,0.019643848816961147,0.42608293228063226,0.022084450505782033,0.4572567619770758,0.03333720158152851,0.41167590072605564,0.025274838260596157,0.4069306335454816,0.061281440296342346
2,0.31109572837967303,0.030042558232217867,0.5570252337993459,0.028535028736287788,0.5382558152552679,0.05846104241178242,0.2855438034343591,0.02255177403633688,0.4953434942723361,0.023922777114995318,0.4264698223474332,0.02502292914037985,0.44643867306497936,0.03964344440951255,0.4101069952421827,0.02974202752201484,0.40932745755841093,0.08232931165887378
3,0.3283619823810577,0.030754264360765577,0.5308240268440526,0.026827299608748408,0.5205508061482019,0.06378855151768241,0.30426594556664993,0.02227271480161325,0.49743191306386236,0.0271039368163526,0.4289281339159366,0.025780640371475573,0.4398101895733731,0.04223365166731973,0.4111421981378694,0.031509768239087736,0.39356069574650654,0.07465645063509793
4,0.34736177512436356,0.03207520994499268,0.5038432129790996,0.02829668534936928,0.5136777747820696,0.058759952297997825,0.3246747594626788,0.02423872828852696,0.504125985370143,0.026912650456269616,0.4354161312405845,0.024724163456145674,0.4404591657711009,0.03890427411258613,0.41762759442737374,0.03002970140155285,0.4185055060837593,0.06627670814625437
5,0.36527836293492805,0.03244727653624464,0.47993918213615483,0.030092043048378807,0.5024955620388851,0.06421471968051334,0.34368830043993015,0.02458680522453359,0.5080195110678999,0.028825000915221357,0.4401239319323832,0.026781650587231733,0.4381748492415303,0.042627804265804,0.4216351323583098,0.03264347827209777,0.43112018154021214,0.0699051120974274
6,0.3817082183845146,0.033034733579472425,0.46764298225454776,0.02388685076119531,0.4948857981689708,0.062385883037607955,0.3582824035354564,0.022902178368885685,0.5092792754784966,0.02682888428738326,0.44523443772372284,0.026928484555524688,0.43777849020506676,0.041675540147448994,0.42542734444093994,0.03185405354293876,0.4504997702346832,0.07389328299878173
7,0.3996084521725873,0.0332428471269462,0.4648740291346002,0.020703676648716265,0.4816795513042674,0.06168530972553223,0.3709593126129377,0.022253902515808572,0.5049659103245969,0.026476633128414185,0.4493276688689445,0.02700599294277341,0.43439865825704604,0.04126797237429819,0.42634199758336894,0.03167508565918089,0.4577833124905384,0.06147915082197232
