,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.6221678069477912,0.027969028343947582,0.36287285820461357,0.037286608815903566,0.5331852218194338,0.044576833542618106,0.557469054802665,0.02555804302635438,0.5612685883561588,0.019562416193448985,0.5649310796723361,0.021901829046353908,0.5229028768942976,0.029376218546845367,0.551681975063308,0.02170108145052818,0.5757924954198423,0.07140981474859116
1,0.6287748465159483,0.026638004676281354,0.41558989707993516,0.03233797635653646,0.5200432203083117,0.04607927617076732,0.5415615325213143,0.02415037040719382,0.5375608241453473,0.020043677290764072,0.5639616470246701,0.02103941338179796,0.5171082647030177,0.029369848914796184,0.5385108195703939,0.020713776542057926,0.5587703282390173,0.06363315950246586
2,0.6349949041813331,0.030403899072166375,0.4402054417649323,0.02088537240442436,0.49500712827592047,0.05764215636496437,0.5361420092488844,0.02374525547932496,0.5189309466926418,0.023527250177454377,0.5592498453643759,0.02505636853089401,0.5044181277446428,0.036205480321389906,0.530386910303961,0.02244840797584622,0.5415216488230336,0.08363217409579798
3,0.6459407138062384,0.03116359469061777,0.4485331124301163,0.017822837514565794,0.4715856779137462,0.06324374093310949,0.5401740360769235,0.023656504886100726,0.5066476818149578,0.02859667383158268,0.557149024586931,0.025655477087517496,0.49400963513520824,0.03848921645434359,0.5292860193133847,0.023649134243062298,0.5068047053088952,0.07762271819157708
4,0.6593767657001826,0.03161699702259731,0.44879794423078595,0.016959590774855805,0.46043539402557504,0.060186068061673904,0.5490241426470376,0.0244493116871553,0.502094877129455,0.026313810327591437,0.5598501627727547,0.025200388679106032,0.49128242244011494,0.03683991720451211,0.5338654740664664,0.023406532691628217,0.5294294843937436,0.07130117023733912
5,0.6714789014898616,0.03172776685486651,0.449893709716522,0.013544831648825258,0.4400574997517145,0.06217144033374472,0.5565834702018205,0.02206983516265504,0.49356020149990315,0.026206134222324436,0.5591827555959521,0.025012659333109782,0.4830681940975526,0.03730764955713375,0.5358380166501884,0.021592692917995322,0.518727506636648,0.07076128788759282
6,0.6822711705322325,0.03250132291756635,0.4515579558882587,0.015028077099657403,0.43084349047042814,0.06318095285496944,0.5630301732604301,0.02024998588447495,0.4892921116272807,0.024606379914382435,0.5612750738806331,0.024608033621415656,0.48085763991967945,0.03703106889791311,0.5390463504909854,0.01908345502546947,0.5146144135449559,0.06957657826884923
7,0.6925926255975783,0.03335624962906327,0.4479185804625658,0.015750494746567503,0.41504327671470176,0.06713080845252145,0.5714199785057101,0.02295917057306451,0.48424580752398266,0.027363410022910938,0.5611796645333207,0.026511889127233144,0.474812453153035,0.0397190736219052,0.5423570249397633,0.022126825488336513,0.5239031085268813,0.06901986449777975
