,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.3669790820068134,0.027373371339438412,0.129959544895743,0.03315325392758252,0.7308261512340035,0.03949107595483597,0.4533276889806751,0.024712250941074015,0.7218446197800913,0.01770031858759147,0.509388432273267,0.019820059671641372,0.7784426787023847,0.009580679968803444,0.678051413058272,0.013459184147174815,0.6256247609782607,0.07166957952347032
1,0.3761403562479765,0.027741703138484373,0.13587786824193357,0.033022439241060866,0.7151760914778376,0.04099972070367193,0.45844579581314787,0.024876626960664183,0.7135131827064582,0.019344005135621314,0.5088159877549406,0.01999172569188398,0.781127088773326,0.009956098484408187,0.6800798198756755,0.013763591864229935,0.6247226446516028,0.06461473313814821
2,0.3831055494216307,0.0297180428652962,0.14425619499071454,0.03229571126199601,0.6921017989261673,0.051905213872409865,0.46112826414547725,0.027050196723463312,0.7013510513237169,0.023672962454026676,0.505028036917584,0.023269912357608735,0.7811164898623425,0.015607102520942337,0.6793384669320257,0.017276746726903318,0.613541627398265,0.08301387675520433
3,0.3916278035705037,0.030804681176066696,0.1519555307333786,0.031666393380496434,0.6759800167795932,0.05554283159783645,0.46512300035457116,0.027313309118936098,0.6922075709551547,0.026578195642566735,0.5040265166406046,0.023773169708568187,0.7800071407384337,0.016507309062437407,0.6787071174592487,0.017909500728685874,0.5882635756901989,0.07277988678555884
4,0.401812075219922,0.031087169956612117,0.15761967929027962,0.03291511877101631,0.6682036291051465,0.056066908533778784,0.47100265619300746,0.028005743074353297,0.6871145638904608,0.027596641087157255,0.5062765225805088,0.0247868902487105,0.7809133308679574,0.017606495593354587,0.6803239450870978,0.01918311953926307,0.5944962206942418,0.06835596635479897
5,0.4111027363897381,0.031544169121630106,0.1630557279665754,0.033801759456491894,0.6577656715246233,0.06019825515764764,0.47624660458274826,0.028653607718541703,0.6810367638215479,0.02970749531684216,0.5073259328327692,0.02603537935191724,0.7796514698317913,0.0221941530987529,0.6803225060685552,0.022064893499370904,0.6003171675224928,0.07641188474907189
6,0.4169604961763561,0.030663486205646,0.17209050240869112,0.03170651136983531,0.6494495158153444,0.05469423253649067,0.47767807650866134,0.02690228105833733,0.6745481304830959,0.02570266392377954,0.5074670780239636,0.024757668453552956,0.7801462298970829,0.020387898122362212,0.6803354240149229,0.020116646429896426,0.5932953154864485,0.06244907278913339
7,0.42444297365264233,0.031785217132132206,0.17875703282195243,0.03151032876635473,0.6421025374119654,0.05640598046828306,0.4810953541755167,0.02754994243161847,0.6692760534771028,0.025639141224690878,0.5086300993672787,0.02625386720314925,0.7793505461507666,0.023227207994497196,0.6802432765504134,0.022158992363340516,0.5917831861106642,0.07860907576316196
