,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.863817497581612,0.027472618092984236,0.13628704516880627,0.03393204005311242,0.6817927904737772,0.04278654379447556,0.828515503134192,0.027685617889452247,0.7000166503804287,0.018068280505347943,0.7182557110538585,0.020730996810064246,0.7310252456036029,0.028965293328586675,0.7273171034054712,0.019115986432796023,0.7817014165119262,0.07052520917176539
1,0.8687247134551402,0.027407635378080795,0.16812099809096212,0.03414152155971947,0.6665924137538121,0.0434051264573436,0.8175921516084839,0.028203587663778156,0.6827946161696882,0.018415719406794186,0.7159038451809567,0.020438678125995924,0.7226640070589714,0.02948834628487642,0.714299047564491,0.019325362758980832,0.773809914382193,0.0610984497008428
2,0.8743619369127865,0.027820133678161742,0.19933523043625012,0.03346766101778509,0.6471277722280467,0.056084717178575674,0.8074199520273734,0.029442146644975253,0.6640837782385312,0.02307109313432113,0.7126012032791681,0.02324778823269706,0.7115933928170218,0.037058036927471,0.6999378697266194,0.02368081898758625,0.7568564789968282,0.08233781691912988
3,0.8802133396215931,0.02812069681988745,0.22979546898899722,0.03181629682636469,0.6311017613433044,0.05878156597051046,0.7975811433349238,0.02754806222692113,0.6470122903911727,0.02601994281990761,0.7104265312327082,0.02341367908619098,0.7027901748833654,0.03831223851449886,0.6870946193153276,0.025441417297557337,0.7190122834858669,0.0748204400441623
4,0.88687680621686,0.029607124055868284,0.25648218272906104,0.03333042420033684,0.6228055712994233,0.053687138024212,0.790033699014234,0.029316873623701962,0.634353464564598,0.026424307596123128,0.710936234187414,0.022999123055490688,0.6989945830314211,0.03542451814776581,0.6782920003876896,0.025707402951880304,0.7221729980361092,0.06720203486832206
5,0.8932821048492326,0.02992298417538845,0.2839545999723184,0.03625725801818706,0.6179345884055372,0.05149620875483598,0.7818275226689594,0.03077886645848184,0.6227897253719035,0.026797062904132165,0.7123573237038159,0.02232935059792588,0.6973239967170352,0.03387385221730695,0.6705090090686794,0.025762900801735777,0.7287099804816821,0.06822368815381145
6,0.8985682587455249,0.03084165995304718,0.31118893139702203,0.03399042614621805,0.6125996469269677,0.051667137778740053,0.7728043458901186,0.03002107675149827,0.6111237327818293,0.025991220631352265,0.7131356105135765,0.023024645887822118,0.6951148266490084,0.0341571686375357,0.6623752312946833,0.02535637417627146,0.7250563558740379,0.07289288747054215
7,0.9039965653411823,0.031099853434520854,0.3377037446776385,0.033503569550749686,0.6041160249491961,0.049591873356924415,0.7641304913193591,0.029206828698773266,0.598450099342505,0.02528332691415201,0.713033261888291,0.022810653483718628,0.6910060425854406,0.03299875379914148,0.6532716630421989,0.02467747630575658,0.7084993779245787,0.07357160378995359
