,native_cover,native_cover,invasive_cover,invasive_cover,canopy_cover,canopy_cover,Ce,Ce,Cr,Cr,Ct,Ct,Cep,Cep,MPS,MPS,satisfaction,satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
year,,,,,,,,,,,,,,,,,,
0,0.3670991639080036,0.02747261809298424,0.13019790005926016,0.03312297651707998,0.7329161741598564,0.041556769792635964,0.45334442212867115,0.024746671870081366,0.7225972046432015,0.018088649759117784,0.5100694760065586,0.020340832739247725,0.7784847073678012,0.009615416332544487,0.6781901242174967,0.0135126123187345,0.6279699275491548,0.07086143376459617
1,0.37623455104652564,0.028191685483609168,0.13613101396646107,0.03300416343783538,0.7223957445340353,0.04284031086064991,0.4584546770586561,0.025694858453633913,0.7163124429253528,0.019156155787302707,0.5110242713311471,0.021483224049381935,0.7811890265639481,0.010085289443200866,0.6805095430621255,0.014340226688527854,0.631816972276403,0.06076810332155004
2,0.3850224298425831,0.028523879203660146,0.14342419530807093,0.03252471929033543,0.7024296114871552,0.0562800269216668,0.4628423168151748,0.026404306662669876,0.7057733762370373,0.024464656187885663,0.508988976875309,0.024410092558897537,0.7819712119621882,0.015405963781739,0.6809200928485758,0.017220872606183858,0.6248061565828731,0.08571679661597653
3,0.39496801017173594,0.029723560929425963,0.15069277056337163,0.033172567986206956,0.6887422438119899,0.05862932473887506,0.46805122442681846,0.027064655176406858,0.6977544278276159,0.027288919976641363,0.5093582777208782,0.0249408827160217,0.7826549004038097,0.016756010588230653,0.681849103017796,0.018458759212231068,0.5965905382449513,0.07434300872720166
4,0.40404651994187213,0.03081620334066912,0.15580119075189114,0.03434439540004688,0.6830197985871089,0.05486691598386698,0.47328224037965966,0.028481377292178638,0.6936775026716816,0.027542004103719167,0.5117268735499751,0.025376101236464128,0.7852183815071169,0.016379247143776757,0.6844056829438521,0.019037684520648756,0.6201444703882263,0.07415116296909133
5,0.4137334849006364,0.03115507360374419,0.16136917806960963,0.036233765992201676,0.6774453161191857,0.05391134487227636,0.4788001400698895,0.029670572011025548,0.6894989141233109,0.02847000296962743,0.5144136630410421,0.024992888242118226,0.7868588200484896,0.01738820512295862,0.6864859016109492,0.019909028443352572,0.6237616870315948,0.07525352062141269
6,0.42225222342728563,0.031582888424903865,0.16791335248804243,0.03466996483683069,0.6727358182053886,0.05361195219879477,0.48304499100120984,0.02918424069640337,0.6853246539113406,0.027258711719225052,0.5168342460038952,0.02517271886115027,0.7875412488163545,0.017381917412049478,0.6876601747314439,0.0195076094427361,0.6197962900585399,0.07312151239816814
7,0.4308726748561799,0.03153017901448596,0.17451590940628317,0.03581421060880668,0.6617610309863807,0.05033865788802782,0.4873378331911736,0.029400410039084588,0.6786238441023531,0.02669895688256294,0.5174210129811951,0.02403574556525349,0.7873652475729152,0.018884735100921226,0.6879870419008376,0.02010098204760106,0.6027731911944959,0.07804146547867866
